,1. open,2. high,3. low,4. close,5. volume,interval
2018-08-30 14:45:00,225.8000,226.2800,225.7619,225.9700,470506,5
2018-08-30 14:40:00,226.4600,226.4600,225.7500,225.7600,591275,5
2018-08-30 14:35:00,226.6500,226.7773,226.4700,226.4700,500976,5
2018-08-30 14:30:00,226.0800,226.8300,226.0200,226.6500,745736,5
2018-08-30 14:25:00,226.0100,226.2300,225.6520,226.1000,1072723,5
2018-08-30 14:20:00,227.1500,227.1500,225.9600,226.0000,2321304,5
2018-08-30 14:15:00,228.1490,228.2500,227.1000,227.1301,1133819,5
2018-08-30 14:10:00,227.7100,228.1739,227.7000,228.1700,424970,5
2018-08-30 14:05:00,228.0300,228.1650,227.6800,227.6800,452339,5
2018-08-30 14:00:00,227.7732,228.0600,227.6900,228.0500,474371,5
2018-08-30 13:55:00,227.4800,227.8400,227.3900,227.7637,462414,5
2018-08-30 13:50:00,227.6198,227.9290,227.4704,227.4801,465804,5
2018-08-30 13:45:00,227.9800,228.0000,227.6100,227.6100,689877,5
2018-08-30 13:40:00,227.8500,228.0000,227.5050,227.9565,674669,5
2018-08-31 15:15:00,227.7700,227.8500,227.2900,227.3100,493023,15
2018-08-31 15:00:00,227.5121,227.9200,227.4900,227.7600,745699,15
2018-08-31 14:45:00,227.4800,227.6700,227.4600,227.5002,554730,15
2018-08-31 14:30:00,227.5300,227.7400,227.3700,227.4600,676981,15
2018-08-31 14:15:00,227.3600,227.6000,227.0390,227.5311,781973,15
2018-08-31 14:00:00,227.8798,227.9100,227.3000,227.3700,654421,15
2018-08-31 13:45:00,227.7000,227.9869,227.7000,227.8644,450207,15
2018-08-31 13:30:00,227.8000,228.1000,227.5000,227.6514,773909,15
2018-08-31 13:15:00,228.3501,228.4600,227.7800,227.8100,756108,15
2018-08-31 13:00:00,228.4415,228.6400,228.3200,228.3500,804042,15
2018-08-31 12:45:00,228.2897,228.4658,228.0400,228.4500,948780,15
2018-08-31 12:30:00,227.7900,228.3000,227.4590,228.3000,1100085,15
2018-08-31 12:15:00,227.5900,227.9600,227.2600,227.8002,838339,15
2018-08-31 12:00:00,227.0565,227.6600,226.8700,227.6100,1028853,15
2018-08-31 11:45:00,226.8300,227.3600,226.6200,227.0500,1136257,15
2018-08-31 11:30:00,227.3800,227.5900,226.8000,226.8700,1318752,15
2018-08-31 11:15:00,227.8200,228.1000,227.3600,227.3800,1070184,15
2018-08-31 11:00:00,228.0700,228.5700,227.6900,227.8050,1467529,15
2018-08-31 10:45:00,228.1900,228.3500,227.6200,228.0400,1135165,15
2018-08-31 10:30:00,227.6900,228.3700,227.2900,228.1800,1542738,15
2018-08-31 10:15:00,228.8200,228.8700,227.3600,227.6300,2381421,15
2018-08-31 10:00:00,227.8300,228.8500,227.6100,228.7808,2286411,15
2018-08-31 09:45:00,227.4200,228.2800,227.3677,227.8400,2339459,15
2018-08-31 09:30:00,226.5300,227.9800,226.2300,227.4100,4665966,15
2018-08-30 15:45:00,224.6400,225.2000,224.6200,225.0000,2362890,15
2018-08-30 15:30:00,225.3600,225.4900,224.6200,224.6800,1380134,15
2018-08-30 15:15:00,224.0200,225.4100,223.8300,225.3600,2240354,15
2018-08-30 15:00:00,225.1100,225.1300,224.0200,224.0400,2691484,15
2018-08-30 14:45:00,225.8000,226.2800,225.1100,225.1201,1537347,15
2018-08-30 14:30:00,226.0800,226.8300,225.7500,225.7600,1837987,15
2018-08-30 14:15:00,228.1490,228.2500,225.6520,226.1000,4527846,15
2018-08-30 14:00:00,227.7732,228.1739,227.6800,228.1700,1351680,15
2018-08-30 13:45:00,227.9800,228.0000,227.3900,227.7637,1618095,15
2018-08-30 13:30:00,227.6800,228.0000,227.2600,227.9565,1626172,15
2018-08-30 13:15:00,226.6000,227.8700,226.5900,227.6800,2190197,15
2018-08-30 13:00:00,226.3145,227.2200,226.2900,226.5977,1873951,15
2018-08-30 12:45:00,225.5800,226.6100,225.5300,226.3400,1840526,15
2018-08-30 12:30:00,225.4400,225.9400,225.3800,225.5700,1436055,15
2018-08-30 12:15:00,224.5500,225.4900,224.5400,225.4360,2087716,15
2018-08-30 12:00:00,224.4900,224.9800,224.2800,224.5750,1500264,15
2018-08-30 11:45:00,224.0300,224.6300,223.9600,224.4663,970151,15
2018-08-30 11:30:00,223.8800,224.1500,223.8800,223.9900,715424,15
2018-08-30 11:15:00,224.0300,224.4750,223.7467,223.8500,1347334,15
2018-08-30 11:00:00,223.4300,224.0200,223.3260,223.9900,1158184,15
2018-08-30 10:45:00,223.1200,223.8900,223.0100,223.4275,1261094,15
2018-08-30 10:30:00,222.9600,223.2800,222.6800,223.1200,930714,15
2018-08-30 10:15:00,223.0900,223.5530,222.9250,222.9300,1120911,15
2018-08-30 10:00:00,222.6600,223.2100,222.4100,223.1100,1461977,15
2018-08-30 09:45:00,223.2300,223.4799,222.6300,222.6600,1682557,15
2018-08-30 09:30:00,223.3000,224.5200,222.5535,223.2200,4137209,15
2018-08-29 15:45:00,222.9700,223.4900,222.7800,223.0100,2212322,15
2018-08-29 15:30:00,223.0200,223.2200,222.9700,222.9700,1058251,15
2018-08-29 15:15:00,222.9600,223.1100,222.9400,223.0250,1030252,15
2018-08-29 15:00:00,222.7500,222.9799,222.7350,222.9550,812948,15
2018-08-29 14:45:00,222.5040,222.7600,222.4000,222.7500,653940,15
2018-08-29 14:30:00,222.4425,222.8000,222.4350,222.5100,958762,15
2018-08-29 14:15:00,222.1700,222.5300,222.1200,222.4500,831789,15
2018-08-29 14:00:00,222.0900,222.2890,222.0700,222.1700,616331,15
2018-08-29 13:45:00,222.1100,222.1250,222.0300,222.0900,477791,15
2018-08-29 13:30:00,221.9600,222.1800,221.9300,222.1100,561539,15
2018-08-29 13:15:00,221.9400,222.0600,221.8700,221.9700,465667,15
2018-08-29 13:00:00,221.7600,221.9400,221.6100,221.9400,505476,15
2018-08-29 12:45:00,221.6290,221.9100,221.6100,221.7700,596318,15
2018-08-29 12:30:00,222.0700,222.0900,221.6100,221.6150,748464,15
2018-08-29 12:15:00,222.2000,222.2100,221.9535,222.0700,671661,15
2018-08-29 12:00:00,222.1800,222.2100,221.9400,222.1700,631439,15
2018-08-29 11:45:00,221.9344,222.1500,221.6300,222.1500,829545,15
2018-08-29 11:30:00,221.9600,222.2400,221.8800,221.9568,1128912,15
2018-08-29 11:15:00,221.4900,221.9700,221.4100,221.9700,938237,15
2018-08-29 11:00:00,221.3600,221.6400,221.1588,221.5100,651091,15
2018-08-29 10:45:00,221.3000,221.4800,221.1100,221.3900,1066679,15
2018-08-29 10:30:00,220.7100,221.3125,220.6200,221.3125,1141202,15
2018-08-29 10:15:00,220.6900,220.7450,220.4200,220.7450,809352,15
2018-08-29 10:00:00,220.4400,220.7200,220.2100,220.6900,1026746,15
2018-08-29 09:45:00,220.2000,220.8950,219.9100,220.4000,1965372,15
2018-08-29 09:30:00,220.2100,220.4000,219.4400,220.1300,2335950,15
2018-08-28 15:45:00,219.7200,219.7900,219.1800,219.7100,3146817,15
2018-08-28 15:30:00,219.9500,220.1800,219.7100,219.7400,786033,15
2018-08-28 15:15:00,220.0800,220.1000,219.7350,219.9575,715529,15
2018-08-28 15:00:00,220.1700,220.2351,220.0800,220.0900,422112,15
2018-08-28 14:45:00,220.1800,220.3100,220.1100,220.1701,368338,15
2018-08-28 14:30:00,220.1900,220.2707,220.0300,220.1700,424119,15
2018-08-28 14:15:00,220.2655,220.3300,220.1500,220.1900,422754,15
2018-08-28 14:00:00,220.2700,220.4200,220.1600,220.2600,467577,15
2018-08-28 13:45:00,220.3900,220.4200,220.1132,220.2700,547978,15
2018-08-28 13:30:00,220.0225,220.5300,219.8700,220.4000,845924,15
2018-08-28 13:15:00,219.9000,220.3900,219.9000,220.0150,1678327,15
2018-08-28 13:00:00,219.7898,219.9200,219.5400,219.8910,392279,15
2018-08-28 12:45:00,219.5250,219.8100,219.4701,219.7842,405554,15
2018-08-28 12:30:00,219.6086,219.7300,219.5137,219.5300,392834,15
2018-08-28 12:15:00,219.4450,219.6900,219.4450,219.5700,399429,15
2018-08-28 12:00:00,219.2261,219.4834,219.1039,219.4363,490530,15
2018-08-28 11:45:00,219.1359,219.3800,219.1000,219.2200,508812,15
2018-08-28 11:30:00,219.4900,219.5900,219.0800,219.1042,807077,15
2018-08-28 11:15:00,219.6800,219.7300,219.4100,219.4400,565381,15
2018-08-28 11:00:00,219.7468,219.7468,219.5200,219.6667,633646,15
2018-08-28 10:45:00,219.6300,219.7700,219.4100,219.7250,885968,15
2018-08-28 10:30:00,219.5000,219.7000,219.4700,219.6100,619368,15
2018-08-28 10:15:00,219.7200,219.7800,219.3400,219.5100,886718,15
2018-08-28 10:00:00,219.4800,219.8384,219.3599,219.7050,1332447,15
2018-08-31 15:00:00,227.5121,227.9200,227.2200,227.2501,1516570,30
2018-08-31 14:30:00,227.5300,227.7400,227.3700,227.5002,1231711,30
2018-08-31 14:00:00,227.8798,227.9100,227.0390,227.5311,1436394,30
2018-08-31 13:30:00,227.8000,228.1000,227.5000,227.8644,1224116,30
2018-08-31 13:00:00,228.4415,228.6400,227.7800,227.8100,1560150,30
2018-08-31 12:30:00,227.7900,228.4658,227.4590,228.4500,2048865,30
2018-08-31 12:00:00,227.0565,227.9600,226.8700,227.8002,1867192,30
2018-08-31 11:30:00,227.3800,227.5900,226.6200,227.0500,2455009,30
2018-08-31 11:00:00,228.0700,228.5700,227.3600,227.3800,2537713,30
2018-08-31 10:30:00,227.6900,228.3700,227.2900,228.0400,2677903,30
2018-08-31 10:00:00,227.8300,228.8700,227.3600,227.6300,4667832,30
2018-08-31 09:30:00,226.5300,228.2800,226.2300,227.8400,7005425,30
2018-08-30 15:30:00,225.3600,225.4900,224.6200,225.0000,3743024,30
2018-08-30 15:00:00,225.1100,225.4100,223.8300,225.3600,4931838,30
2018-08-30 14:30:00,226.0800,226.8300,225.1100,225.1201,3375334,30
2018-08-30 14:00:00,227.7732,228.2500,225.6520,226.1000,5879526,30
2018-08-30 13:30:00,227.6800,228.0000,227.2600,227.7637,3244267,30
2018-08-30 13:00:00,226.3145,227.8700,226.2900,227.6800,4064148,30
2018-08-30 12:30:00,225.4400,226.6100,225.3800,226.3400,3276581,30
2018-08-30 12:00:00,224.4900,225.4900,224.2800,225.4360,3587980,30
2018-08-30 11:30:00,223.8800,224.6300,223.8800,224.4663,1685575,30
2018-08-30 11:00:00,223.4300,224.4750,223.3260,223.8500,2505518,30
2018-08-30 10:30:00,222.9600,223.8900,222.6800,223.4275,2191808,30
2018-08-30 10:00:00,222.6600,223.5530,222.4100,222.9300,2582888,30
2018-08-30 09:30:00,223.3000,224.5200,222.5535,222.6600,5819766,30
2018-08-29 15:30:00,223.0200,223.4900,222.7800,223.0100,3270573,30
2018-08-29 15:00:00,222.7500,223.1100,222.7350,223.0250,1843200,30
2018-08-29 14:30:00,222.4425,222.8000,222.4000,222.7500,1612702,30
2018-08-29 14:00:00,222.0900,222.5300,222.0700,222.4500,1448120,30
2018-08-29 13:30:00,221.9600,222.1800,221.9300,222.0900,1039330,30
2018-08-29 13:00:00,221.7600,222.0600,221.6100,221.9700,971143,30
2018-08-29 12:30:00,222.0700,222.0900,221.6100,221.7700,1344782,30
2018-08-29 12:00:00,222.1800,222.2100,221.9400,222.0700,1303100,30
2018-08-29 11:30:00,221.9600,222.2400,221.6300,222.1500,1958457,30
2018-08-29 11:00:00,221.3600,221.9700,221.1588,221.9700,1589328,30
2018-08-29 10:30:00,220.7100,221.4800,220.6200,221.3900,2207881,30
2018-08-29 10:00:00,220.4400,220.7450,220.2100,220.7450,1836098,30
2018-08-29 09:30:00,220.2100,220.8950,219.4400,220.4000,4301322,30
2018-08-28 15:30:00,219.9500,220.1800,219.1800,219.7100,3932850,30
2018-08-28 15:00:00,220.1700,220.2351,219.7350,219.9575,1137641,30
2018-08-28 14:30:00,220.1900,220.3100,220.0300,220.1701,792457,30
2018-08-28 14:00:00,220.2700,220.4200,220.1500,220.1900,890331,30
2018-08-28 13:30:00,220.0225,220.5300,219.8700,220.2700,1393902,30
2018-08-28 13:00:00,219.7898,220.3900,219.5400,220.0150,2070606,30
2018-08-28 12:30:00,219.6086,219.8100,219.4701,219.7842,798388,30
2018-08-28 12:00:00,219.2261,219.6900,219.1039,219.5700,889959,30
2018-08-28 11:30:00,219.4900,219.5900,219.0800,219.2200,1315889,30
2018-08-28 11:00:00,219.7468,219.7468,219.4100,219.4400,1199027,30
2018-08-28 10:30:00,219.5000,219.7700,219.4100,219.7250,1505336,30
2018-08-28 10:00:00,219.4800,219.8384,219.3400,219.5100,2219165,30
2018-08-28 09:30:00,219.0900,219.8800,218.9500,219.4400,4464597,30
2018-08-27 15:30:00,218.1000,218.1100,217.5600,217.9500,2139315,30
2018-08-27 15:00:00,218.3100,218.3100,217.7300,218.1250,1268949,30
2018-08-27 14:30:00,218.3100,218.4200,218.1400,218.3000,672479,30
2018-08-27 14:00:00,218.2100,218.3500,218.1100,218.3100,647296,30
2018-08-27 13:30:00,218.0800,218.3750,218.0700,218.2200,565156,30
2018-08-27 13:00:00,218.2950,218.3100,218.0201,218.1000,600278,30
2018-08-27 12:30:00,218.4800,218.4800,217.9710,218.2900,870619,30
2018-08-27 12:00:00,218.5400,218.6400,218.3600,218.4601,961821,30
2018-08-27 11:30:00,218.0500,218.7300,217.7600,218.5550,1644059,30
2018-08-27 11:00:00,217.9200,218.3000,217.8000,218.1101,1506784,30
2018-08-27 10:30:00,217.7069,217.9200,217.4400,217.9200,1419348,30
2018-08-27 10:00:00,217.0100,217.7500,216.7200,217.7150,2269075,30
2018-08-27 09:30:00,217.1300,217.7100,216.3400,216.9900,3537070,30
2018-08-24 15:30:00,216.1900,216.5200,215.9600,216.1800,1935389,30
2018-08-24 15:00:00,216.1100,216.3290,216.0100,216.1750,711771,30
2018-08-24 14:30:00,216.4747,216.4850,216.1000,216.1000,545493,30
2018-08-24 14:00:00,216.1456,216.5000,216.0700,216.4700,841523,30
2018-08-24 13:30:00,216.0800,216.1900,215.9200,216.1400,815776,30
2018-08-24 13:00:00,216.0400,216.1500,215.7800,216.0800,657247,30
2018-08-24 12:30:00,216.0700,216.1500,215.9600,216.0400,875563,30
2018-08-24 12:00:00,216.1000,216.1701,215.9100,216.0700,558761,30
2018-08-24 11:30:00,215.9200,216.3190,215.9112,216.0900,1008531,30
2018-08-24 11:00:00,215.8400,216.0200,215.4300,215.8900,1304704,30
2018-08-24 10:30:00,215.9000,216.2600,215.7250,215.8500,1685983,30
2018-08-24 10:00:00,215.9800,216.2800,215.1100,215.9050,2886632,30
2018-08-24 09:30:00,216.5000,216.8900,215.8100,215.9000,2610982,30
2018-08-23 15:30:00,216.3900,216.4600,215.1500,215.5500,2544670,30
2018-08-23 15:00:00,216.4900,216.5400,216.2500,216.3900,676226,30
2018-08-23 14:30:00,216.5248,216.6100,216.3238,216.5000,771598,30
2018-08-23 14:00:00,215.9600,216.6800,215.9600,216.5400,903755,30
2018-08-23 13:30:00,216.1733,216.1733,215.8800,215.9500,505659,30
2018-08-23 13:00:00,216.0411,216.2500,215.8500,216.2200,598776,30
2018-08-23 12:30:00,216.3300,216.4500,215.9400,216.0300,745638,30
2018-08-23 12:00:00,215.4716,216.4200,215.4000,216.3500,1213458,30
2018-08-23 11:30:00,215.4395,215.7700,215.1300,215.4200,1026785,30
2018-08-23 11:00:00,215.9500,216.0714,215.1400,215.3800,1495180,30
2018-08-23 10:30:00,216.8400,216.8400,215.9400,215.9400,1134344,30
2018-08-23 10:00:00,216.7700,216.9500,216.2490,216.8400,1689868,30
2018-08-23 09:30:00,214.6900,217.0400,214.6300,216.7100,3174796,30
2018-08-22 15:30:00,215.2650,215.6100,215.0100,215.0600,1909355,30
2018-08-22 15:00:00,215.5500,215.6300,215.2100,215.2500,982350,30
2018-08-22 14:30:00,215.0200,215.5200,214.8300,215.5200,1085691,30
2018-08-22 14:00:00,215.3300,215.7800,214.5700,215.0200,1333946,30
2018-08-22 13:30:00,215.4600,215.6700,215.1400,215.3500,609443,30
2018-08-22 13:00:00,215.3257,215.5600,215.0500,215.4600,697723,30
2018-08-22 12:30:00,215.5799,215.6700,215.1300,215.3400,671318,30
2018-08-22 12:00:00,216.0900,216.1600,215.5400,215.5664,607064,30
2018-08-22 11:30:00,216.2800,216.3600,215.7400,216.1300,948508,30
2018-08-22 11:00:00,215.2200,216.3400,215.2200,216.3000,1502431,30
